subject,rule,stimulus,targetHand,error,RT,parity
8,rule1,9,left,0,631,odd
8,rule1,9,left,0,451,odd
8,rule1,9,left,0,434,odd
8,rule1,9,left,0,417,odd
8,rule1,9,left,0,425,odd
8,rule1,9,left,0,436,odd
8,rule1,8,right,1,1021,even
8,rule1,8,right,0,396,even
8,rule1,8,right,0,614,even
8,rule1,8,right,0,497,even
8,rule1,8,right,0,615,even
8,rule1,8,right,0,531,even
8,rule1,8,right,0,628,even
8,rule1,8,right,0,455,even
8,rule1,8,right,0,447,even
8,rule1,8,right,0,433,even
8,rule1,8,right,0,483,even
8,rule1,8,right,0,355,even
8,rule1,8,right,0,457,even
8,rule1,8,right,0,389,even
8,rule1,2,right,0,596,even
8,rule1,2,right,0,562,even
8,rule1,2,right,0,503,even
8,rule1,2,right,0,863,even
8,rule1,2,right,0,971,even
8,rule1,2,right,0,433,even
8,rule1,2,right,0,398,even
8,rule1,2,right,0,571,even
8,rule1,2,right,0,554,even
8,rule1,2,right,0,516,even
8,rule1,2,right,0,645,even
8,rule1,2,right,0,383,even
8,rule1,2,right,1,294,even
8,rule1,2,right,0,569,even
8,rule1,1,left,0,511,odd
8,rule1,1,left,0,414,odd
8,rule1,1,left,0,737,odd
8,rule1,1,left,0,463,odd
8,rule1,1,left,0,479,odd
8,rule1,1,left,0,468,odd
8,rule1,1,left,0,435,odd
8,rule1,1,left,0,408,odd
8,rule1,1,left,0,558,odd
8,rule1,1,left,0,385,odd
8,rule1,1,left,0,486,odd
8,rule1,1,left,0,444,odd
8,rule1,1,left,0,522,odd
8,rule1,1,left,0,468,odd
9,rule2,9,right,0,770,odd
9,rule2,9,right,0,578,odd
9,rule2,9,right,0,384,odd
9,rule2,9,right,0,648,odd
9,rule2,9,right,1,1145,odd
9,rule2,9,right,0,523,odd
9,rule2,9,right,0,347,odd
9,rule2,9,right,0,579,odd
9,rule2,9,right,0,527,odd
9,rule2,9,right,0,463,odd
9,rule2,9,right,0,506,odd
9,rule2,9,right,0,482,odd
9,rule2,9,right,0,341,odd
9,rule2,9,right,1,334,odd
9,rule2,8,left,0,516,even
9,rule2,8,left,0,1430,even
9,rule2,8,left,0,917,even
9,rule2,8,left,0,732,even
9,rule2,8,left,0,839,even
9,rule2,8,left,0,641,even
9,rule2,8,left,0,718,even
9,rule2,8,left,0,398,even
9,rule2,8,left,0,398,even
9,rule2,8,left,0,466,even
9,rule2,8,left,0,463,even
9,rule2,8,left,0,467,even
9,rule2,8,left,0,364,even
9,rule2,8,left,0,545,even
9,rule2,2,left,0,1668,even
9,rule2,2,left,0,445,even
9,rule2,2,left,1,1044,even
9,rule2,2,left,0,1073,even
9,rule2,2,left,0,641,even
9,rule2,2,left,0,482,even
9,rule2,2,left,0,424,even
9,rule2,2,left,0,735,even
9,rule2,2,left,0,413,even
9,rule2,2,left,0,529,even
9,rule2,2,left,0,621,even
9,rule2,2,left,0,404,even
9,rule2,2,left,0,431,even
9,rule2,2,left,0,444,even
9,rule2,1,right,0,818,odd
9,rule2,1,right,1,494,odd
9,rule2,1,right,1,657,odd
9,rule2,1,right,0,595,odd
9,rule2,1,right,0,425,odd
9,rule2,1,right,0,616,odd
9,rule2,1,right,0,501,odd
9,rule2,1,right,0,597,odd
9,rule2,1,right,0,482,odd
9,rule2,1,right,0,499,odd
9,rule2,1,right,0,407,odd
9,rule2,1,right,0,584,odd
9,rule2,1,right,0,447,odd
9,rule2,1,right,0,540,odd
9,rule1,9,left,0,493,odd
9,rule1,9,left,0,381,odd
9,rule1,9,left,1,359,odd
9,rule1,9,left,0,951,odd
9,rule1,9,left,0,382,odd
9,rule1,9,left,0,346,odd
9,rule1,9,left,0,336,odd
9,rule1,9,left,0,522,odd
9,rule1,9,left,0,530,odd
9,rule1,9,left,0,479,odd
9,rule1,9,left,1,461,odd
9,rule1,9,left,0,396,odd
9,rule1,9,left,0,496,odd
9,rule1,9,left,0,578,odd
9,rule1,8,right,0,523,even
9,rule1,8,right,0,401,even
9,rule1,8,right,0,366,even
9,rule1,8,right,0,357,even
9,rule1,8,right,0,611,even
9,rule1,8,right,0,492,even
9,rule1,8,right,0,599,even
9,rule1,8,right,0,403,even
9,rule1,8,right,0,451,even
9,rule1,8,right,0,443,even
9,rule1,8,right,0,378,even
9,rule1,8,right,0,410,even
9,rule1,8,right,0,447,even
9,rule1,8,right,0,523,even
9,rule1,2,right,0,408,even
9,rule1,2,right,0,360,even
9,rule1,2,right,0,965,even
9,rule1,2,right,0,415,even
9,rule1,2,right,0,432,even
9,rule1,2,right,0,480,even
9,rule1,2,right,0,788,even
9,rule1,2,right,0,550,even
9,rule1,2,right,0,560,even
9,rule1,2,right,0,429,even
9,rule1,2,right,0,745,even
9,rule1,2,right,0,556,even
9,rule1,2,right,0,413,even
9,rule1,2,right,0,560,even
9,rule1,1,left,0,377,odd
9,rule1,1,left,0,339,odd
9,rule1,1,left,0,339,odd
9,rule1,1,left,0,432,odd
9,rule1,1,left,0,354,odd
9,rule1,1,left,0,374,odd
9,rule1,1,left,1,308,odd
9,rule1,1,left,0,373,odd
9,rule1,1,left,0,460,odd
9,rule1,1,left,0,461,odd
9,rule1,1,left,0,491,odd
9,rule1,1,left,0,465,odd
9,rule1,1,left,0,479,odd
9,rule1,1,left,0,348,odd
10,rule2,9,right,0,750,odd
10,rule2,9,right,0,468,odd
10,rule2,9,right,0,527,odd
10,rule2,9,right,0,409,odd
10,rule2,9,right,0,505,odd
10,rule2,9,right,0,426,odd
10,rule2,9,right,0,458,odd
10,rule2,9,right,0,444,odd
10,rule2,9,right,0,406,odd
10,rule2,9,right,0,508,odd
10,rule2,9,right,0,491,odd
10,rule2,9,right,0,691,odd
10,rule2,9,right,0,489,odd
10,rule2,9,right,0,533,odd
10,rule2,8,left,0,169,even
10,rule2,8,left,0,604,even
10,rule2,8,left,0,439,even
10,rule2,8,left,0,589,even
10,rule2,8,left,0,483,even
10,rule2,8,left,0,523,even
10,rule2,8,left,0,561,even
10,rule2,8,left,0,577,even
10,rule2,8,left,0,638,even
10,rule2,8,left,0,524,even
10,rule2,8,left,0,521,even
10,rule2,8,left,0,525,even
10,rule2,8,left,0,506,even
10,rule2,8,left,0,623,even
10,rule2,2,left,0,662,even
10,rule2,2,left,0,499,even
10,rule2,2,left,0,533,even
10,rule2,2,left,0,489,even
10,rule2,2,left,0,517,even
10,rule2,2,left,0,373,even
10,rule2,2,left,0,541,even
10,rule2,2,left,0,533,even
10,rule2,2,left,0,359,even
10,rule2,2,left,0,644,even
10,rule2,2,left,0,486,even
10,rule2,2,left,0,458,even
10,rule2,2,left,0,422,even
10,rule2,2,left,0,651,even
10,rule2,1,right,0,689,odd
10,rule2,1,right,0,658,odd
10,rule2,1,right,0,564,odd
10,rule2,1,right,0,569,odd
10,rule2,1,right,0,738,odd
10,rule2,1,right,1,523,odd
10,rule2,1,right,0,506,odd
10,rule2,1,right,0,585,odd
10,rule2,1,right,0,687,odd
10,rule2,1,right,0,411,odd
10,rule2,1,right,0,537,odd
10,rule2,1,right,0,475,odd
10,rule2,1,right,0,780,odd
10,rule2,1,right,0,538,odd
10,rule1,9,left,1,491,odd
10,rule1,9,left,0,557,odd
10,rule1,9,left,0,916,odd
10,rule1,9,left,1,825,odd
10,rule1,9,left,0,830,odd
10,rule1,9,left,0,734,odd
10,rule1,9,left,0,801,odd
10,rule1,9,left,0,620,odd
10,rule1,9,left,1,556,odd
10,rule1,9,left,0,716,odd
10,rule1,9,left,0,1075,odd
10,rule1,9,left,1,986,odd
10,rule1,9,left,0,716,odd
10,rule1,9,left,0,557,odd
10,rule1,8,right,0,621,even
10,rule1,8,right,0,599,even
10,rule1,8,right,0,665,even
10,rule1,8,right,1,476,even
10,rule1,8,right,0,980,even
10,rule1,8,right,0,516,even
10,rule1,8,right,0,682,even
10,rule1,8,right,0,494,even
10,rule1,8,right,0,655,even
10,rule1,8,right,0,891,even
10,rule1,8,right,0,664,even
10,rule1,8,right,0,768,even
10,rule1,8,right,0,498,even
10,rule1,8,right,0,503,even
10,rule1,2,right,0,1228,even
10,rule1,2,right,0,544,even
10,rule1,2,right,0,605,even
10,rule1,2,right,0,360,even
10,rule1,2,right,0,702,even
10,rule1,2,right,0,496,even
10,rule1,2,right,0,658,even
10,rule1,2,right,0,548,even
10,rule1,2,right,1,903,even
10,rule1,2,right,0,529,even
10,rule1,2,right,1,474,even
10,rule1,2,right,0,674,even
10,rule1,2,right,0,543,even
10,rule1,2,right,1,410,even
10,rule1,1,left,1,485,odd
10,rule1,1,left,0,459,odd
10,rule1,1,left,1,1055,odd
10,rule1,1,left,0,774,odd
10,rule1,1,left,0,552,odd
10,rule1,1,left,0,499,odd
10,rule1,1,left,0,491,odd
10,rule1,1,left,0,665,odd
10,rule1,1,left,0,580,odd
10,rule1,1,left,1,914,odd
10,rule1,1,left,0,810,odd
10,rule1,1,left,0,457,odd
10,rule1,1,left,0,609,odd
10,rule1,1,left,0,659,odd
11,rule2,9,right,0,2383,odd
11,rule2,9,right,0,1034,odd
11,rule2,9,right,0,596,odd
11,rule2,9,right,0,646,odd
11,rule2,9,right,0,751,odd
11,rule2,9,right,0,515,odd
11,rule2,9,right,0,1208,odd
11,rule2,9,right,0,696,odd
11,rule2,9,right,0,448,odd
11,rule2,9,right,0,590,odd
11,rule2,9,right,0,789,odd
11,rule2,9,right,0,734,odd
11,rule2,9,right,0,854,odd
11,rule2,9,right,0,756,odd
11,rule2,8,left,0,816,even
11,rule2,8,left,0,805,even
11,rule2,8,left,0,619,even
11,rule2,8,left,0,639,even
11,rule2,8,left,0,642,even
11,rule2,8,left,0,718,even
11,rule2,8,left,0,586,even
11,rule2,8,left,0,619,even
11,rule2,8,left,0,1450,even
11,rule2,8,left,0,701,even
11,rule2,8,left,0,718,even
11,rule2,8,left,0,615,even
11,rule2,8,left,0,637,even
11,rule2,8,left,0,535,even
11,rule2,2,left,0,1217,even
11,rule2,2,left,0,484,even
11,rule2,2,left,0,701,even
11,rule2,2,left,0,519,even
11,rule2,2,left,0,521,even
11,rule2,2,left,0,528,even
11,rule2,2,left,0,657,even
11,rule2,2,left,0,631,even
11,rule2,2,left,0,621,even
11,rule2,2,left,0,693,even
11,rule2,2,left,0,632,even
11,rule2,2,left,0,608,even
11,rule2,2,left,0,564,even
11,rule2,2,left,0,628,even
11,rule2,1,right,0,706,odd
11,rule2,1,right,0,737,odd
11,rule2,1,right,0,677,odd
11,rule2,1,right,0,597,odd
11,rule2,1,right,1,519,odd
11,rule2,1,right,1,734,odd
11,rule2,1,right,0,883,odd
11,rule2,1,right,0,1158,odd
11,rule2,1,right,0,931,odd
11,rule2,1,right,1,668,odd
11,rule2,1,right,0,530,odd
11,rule2,1,right,0,629,odd
11,rule2,1,right,0,791,odd
11,rule2,1,right,0,735,odd
11,rule1,9,left,0,482,odd
11,rule1,9,left,0,510,odd
11,rule1,9,left,0,841,odd
11,rule1,9,left,0,2098,odd
11,rule1,9,left,0,560,odd
11,rule1,9,left,1,719,odd
11,rule1,9,left,0,729,odd
11,rule1,9,left,0,761,odd
11,rule1,9,left,1,598,odd
11,rule1,9,left,1,618,odd
11,rule1,9,left,0,486,odd
11,rule1,9,left,0,784,odd
11,rule1,9,left,0,961,odd
11,rule1,9,left,0,429,odd
11,rule1,8,right,0,766,even
11,rule1,8,right,0,1131,even
11,rule1,8,right,0,526,even
11,rule1,8,right,0,643,even
11,rule1,8,right,0,861,even
11,rule1,8,right,0,806,even
11,rule1,8,right,0,653,even
11,rule1,8,right,0,653,even
11,rule1,8,right,0,1118,even
11,rule1,8,right,0,561,even
11,rule1,8,right,0,469,even
11,rule1,8,right,0,750,even
11,rule1,8,right,0,438,even
11,rule1,8,right,0,495,even
11,rule1,2,right,0,660,even
11,rule1,2,right,0,744,even
11,rule1,2,right,0,632,even
11,rule1,2,right,0,1084,even
11,rule1,2,right,0,604,even
11,rule1,2,right,0,1407,even
11,rule1,2,right,0,1747,even
11,rule1,2,right,0,747,even
11,rule1,2,right,0,620,even
11,rule1,2,right,0,1439,even
11,rule1,2,right,0,322,even
11,rule1,2,right,0,666,even
11,rule1,2,right,0,360,even
11,rule1,2,right,0,398,even
11,rule1,1,left,0,735,odd
11,rule1,1,left,0,1409,odd
11,rule1,1,left,0,1322,odd
11,rule1,1,left,0,716,odd
11,rule1,1,left,0,679,odd
11,rule1,1,left,0,797,odd
11,rule1,1,left,0,505,odd
11,rule1,1,left,0,463,odd
11,rule1,1,left,0,455,odd
11,rule1,1,left,0,541,odd
11,rule1,1,left,0,532,odd
11,rule1,1,left,0,559,odd
11,rule1,1,left,0,621,odd
11,rule1,1,left,0,686,odd
12,rule2,9,right,0,490,odd
12,rule2,9,right,0,423,odd
12,rule2,9,right,0,570,odd
12,rule2,9,right,0,455,odd
12,rule2,9,right,0,442,odd
12,rule2,9,right,0,543,odd
12,rule2,9,right,0,395,odd
12,rule2,9,right,0,495,odd
12,rule2,9,right,0,537,odd
12,rule2,9,right,0,457,odd
12,rule2,9,right,0,478,odd
12,rule2,9,right,0,476,odd
12,rule2,9,right,0,426,odd
12,rule2,9,right,0,478,odd
12,rule2,8,left,1,1344,even
12,rule2,8,left,0,871,even
12,rule2,8,left,1,525,even
12,rule2,8,left,0,677,even
12,rule2,8,left,1,542,even
12,rule2,8,left,0,539,even
12,rule2,8,left,0,1227,even
12,rule2,8,left,0,820,even
12,rule2,8,left,0,573,even
12,rule2,8,left,0,890,even
12,rule2,8,left,0,806,even
12,rule2,8,left,0,568,even
12,rule2,8,left,0,556,even
12,rule2,8,left,0,848,even
12,rule2,2,left,0,612,even
12,rule2,2,left,0,516,even
12,rule2,2,left,0,421,even
12,rule2,2,left,0,374,even
12,rule2,2,left,0,378,even
12,rule2,2,left,0,576,even
12,rule2,2,left,0,490,even
12,rule2,2,left,0,545,even
12,rule2,2,left,0,519,even
12,rule2,2,left,0,359,even
12,rule2,2,left,0,459,even
12,rule2,2,left,0,528,even
12,rule2,2,left,0,375,even
12,rule2,2,left,0,510,even
12,rule2,1,right,0,589,odd
12,rule2,1,right,1,425,odd
12,rule2,1,right,0,562,odd
12,rule2,1,right,0,570,odd
12,rule2,1,right,0,646,odd
12,rule2,1,right,1,552,odd
12,rule2,1,right,0,654,odd
12,rule2,1,right,0,551,odd
12,rule2,1,right,0,612,odd
12,rule2,1,right,0,589,odd
12,rule2,1,right,0,589,odd
12,rule2,1,right,0,564,odd
12,rule2,1,right,1,474,odd
12,rule2,1,right,0,696,odd
12,rule1,9,left,0,1266,odd
12,rule1,9,left,0,586,odd
12,rule1,9,left,0,597,odd
12,rule1,9,left,0,661,odd
12,rule1,9,left,0,637,odd
12,rule1,9,left,0,595,odd
12,rule1,9,left,0,638,odd
12,rule1,9,left,0,567,odd
12,rule1,9,left,0,608,odd
12,rule1,9,left,0,601,odd
12,rule1,9,left,0,563,odd
12,rule1,9,left,0,434,odd
12,rule1,9,left,1,340,odd
12,rule1,9,left,1,390,odd
12,rule1,8,right,0,897,even
12,rule1,8,right,0,500,even
12,rule1,8,right,0,525,even
12,rule1,8,right,0,559,even
12,rule1,8,right,0,404,even
12,rule1,8,right,0,519,even
12,rule1,8,right,0,466,even
12,rule1,8,right,0,424,even
12,rule1,8,right,0,639,even
12,rule1,8,right,0,424,even
12,rule1,8,right,0,466,even
12,rule1,8,right,0,416,even
12,rule1,8,right,0,466,even
12,rule1,8,right,0,612,even
12,rule1,2,right,0,576,even
12,rule1,2,right,0,726,even
12,rule1,2,right,0,1154,even
12,rule1,2,right,1,462,even
12,rule1,2,right,0,549,even
12,rule1,2,right,0,917,even
12,rule1,2,right,0,416,even
12,rule1,2,right,0,522,even
12,rule1,2,right,0,380,even
12,rule1,2,right,1,428,even
12,rule1,2,right,0,853,even
12,rule1,2,right,0,450,even
12,rule1,2,right,0,500,even
12,rule1,2,right,0,421,even
12,rule1,1,left,0,382,odd
12,rule1,1,left,0,618,odd
12,rule1,1,left,0,495,odd
12,rule1,1,left,0,811,odd
12,rule1,1,left,0,520,odd
12,rule1,1,left,0,622,odd
12,rule1,1,left,0,546,odd
12,rule1,1,left,0,549,odd
12,rule1,1,left,0,411,odd
12,rule1,1,left,0,405,odd
12,rule1,1,left,0,483,odd
12,rule1,1,left,0,418,odd
12,rule1,1,left,0,802,odd
12,rule1,1,left,0,430,odd
13,rule2,9,right,0,581,odd
13,rule2,9,right,0,772,odd
13,rule2,9,right,0,833,odd
13,rule2,9,right,0,622,odd
13,rule2,9,right,0,647,odd
13,rule2,9,right,0,483,odd
13,rule2,9,right,0,624,odd
13,rule2,9,right,0,695,odd
13,rule2,9,right,0,670,odd
13,rule2,9,right,0,813,odd
13,rule2,9,right,0,1040,odd
13,rule2,9,right,0,727,odd
13,rule2,9,right,0,570,odd
13,rule2,9,right,0,1016,odd
13,rule2,8,left,0,655,even
13,rule2,8,left,0,969,even
13,rule2,8,left,0,723,even
13,rule2,8,left,0,1388,even
13,rule2,8,left,0,823,even
13,rule2,8,left,0,944,even
13,rule2,8,left,0,600,even
13,rule2,8,left,0,1444,even
13,rule2,8,left,0,470,even
13,rule2,8,left,0,573,even
13,rule2,8,left,0,488,even
13,rule2,8,left,0,714,even
13,rule2,8,left,0,1353,even
13,rule2,8,left,0,439,even
13,rule2,2,left,0,896,even
13,rule2,2,left,0,739,even
13,rule2,2,left,0,751,even
13,rule2,2,left,0,692,even
13,rule2,2,left,0,638,even
13,rule2,2,left,0,547,even
13,rule2,2,left,0,714,even
13,rule2,2,left,0,970,even
13,rule2,2,left,0,630,even
13,rule2,2,left,0,550,even
13,rule2,2,left,1,375,even
13,rule2,2,left,0,508,even
13,rule2,2,left,0,678,even
13,rule2,2,left,0,352,even
13,rule2,1,right,0,838,odd
13,rule2,1,right,0,675,odd
13,rule2,1,right,1,651,odd
13,rule2,1,right,0,728,odd
13,rule2,1,right,0,662,odd
13,rule2,1,right,0,735,odd
13,rule2,1,right,0,507,odd
13,rule2,1,right,0,1018,odd
13,rule2,1,right,0,1196,odd
13,rule2,1,right,0,610,odd
13,rule2,1,right,0,648,odd
13,rule2,1,right,0,944,odd
13,rule2,1,right,0,473,odd
13,rule2,1,right,0,952,odd
13,rule1,9,left,0,2451,odd
13,rule1,9,left,1,693,odd
13,rule1,9,left,0,763,odd
13,rule1,9,left,0,740,odd
13,rule1,9,left,0,915,odd
13,rule1,9,left,1,761,odd
13,rule1,9,left,0,683,odd
13,rule1,9,left,0,888,odd
13,rule1,9,left,0,440,odd
13,rule1,9,left,1,480,odd
13,rule1,9,left,0,815,odd
13,rule1,9,left,0,606,odd
13,rule1,9,left,0,665,odd
13,rule1,9,left,0,945,odd
13,rule1,8,right,0,893,even
13,rule1,8,right,0,1829,even
13,rule1,8,right,0,494,even
13,rule1,8,right,0,557,even
13,rule1,8,right,0,642,even
13,rule1,8,right,0,828,even
13,rule1,8,right,0,858,even
13,rule1,8,right,0,515,even
13,rule1,8,right,0,489,even
13,rule1,8,right,0,808,even
13,rule1,8,right,0,573,even
13,rule1,8,right,0,563,even
13,rule1,8,right,0,537,even
13,rule1,8,right,0,598,even
13,rule1,2,right,0,2737,even
13,rule1,2,right,0,602,even
13,rule1,2,right,0,796,even
13,rule1,2,right,0,616,even
13,rule1,2,right,0,793,even
13,rule1,2,right,0,860,even
13,rule1,2,right,0,643,even
13,rule1,2,right,0,936,even
13,rule1,2,right,0,1041,even
13,rule1,2,right,0,597,even
13,rule1,2,right,0,699,even
13,rule1,2,right,0,601,even
13,rule1,2,right,0,790,even
13,rule1,2,right,0,816,even
13,rule1,1,left,0,1086,odd
13,rule1,1,left,0,626,odd
13,rule1,1,left,0,894,odd
13,rule1,1,left,0,621,odd
13,rule1,1,left,0,508,odd
13,rule1,1,left,0,711,odd
13,rule1,1,left,0,475,odd
13,rule1,1,left,0,500,odd
13,rule1,1,left,0,538,odd
13,rule1,1,left,0,518,odd
13,rule1,1,left,0,529,odd
13,rule1,1,left,0,465,odd
13,rule1,1,left,0,504,odd
13,rule1,1,left,0,605,odd
14,rule2,9,right,0,525,odd
14,rule2,9,right,0,533,odd
14,rule2,9,right,0,550,odd
14,rule2,9,right,0,579,odd
14,rule2,9,right,0,499,odd
14,rule2,9,right,0,495,odd
14,rule2,9,right,0,563,odd
14,rule2,9,right,0,504,odd
14,rule2,9,right,0,561,odd
14,rule2,9,right,0,523,odd
14,rule2,9,right,0,533,odd
14,rule2,9,right,0,512,odd
14,rule2,9,right,0,545,odd
14,rule2,9,right,0,436,odd
14,rule2,8,left,0,551,even
14,rule2,8,left,0,462,even
14,rule2,8,left,0,536,even
14,rule2,8,left,0,461,even
14,rule2,8,left,0,624,even
14,rule2,8,left,0,561,even
14,rule2,8,left,0,524,even
14,rule2,8,left,0,652,even
14,rule2,8,left,0,469,even
14,rule2,8,left,0,674,even
14,rule2,8,left,0,580,even
14,rule2,8,left,0,574,even
14,rule2,8,left,0,606,even
14,rule2,8,left,0,552,even
14,rule2,2,left,0,506,even
14,rule2,2,left,0,510,even
14,rule2,2,left,0,606,even
14,rule2,2,left,0,477,even
14,rule2,2,left,0,616,even
14,rule2,2,left,0,798,even
14,rule2,2,left,0,538,even
14,rule2,2,left,0,562,even
14,rule2,2,left,0,501,even
14,rule2,2,left,0,568,even
14,rule2,2,left,0,552,even
14,rule2,2,left,0,555,even
14,rule2,2,left,0,568,even
14,rule2,2,left,0,615,even
14,rule2,1,right,0,458,odd
14,rule2,1,right,0,547,odd
14,rule2,1,right,0,416,odd
14,rule2,1,right,0,556,odd
14,rule2,1,right,0,474,odd
14,rule2,1,right,0,714,odd
14,rule2,1,right,0,734,odd
14,rule2,1,right,0,598,odd
14,rule2,1,right,0,581,odd
14,rule2,1,right,0,516,odd
14,rule2,1,right,0,2686,odd
14,rule2,1,right,0,648,odd
14,rule2,1,right,0,537,odd
14,rule2,1,right,0,638,odd
14,rule1,9,left,0,744,odd
14,rule1,9,left,0,574,odd
14,rule1,9,left,0,771,odd
14,rule1,9,left,0,658,odd
14,rule1,9,left,0,733,odd
14,rule1,9,left,0,649,odd
14,rule1,9,left,0,554,odd
14,rule1,9,left,0,459,odd
14,rule1,9,left,0,747,odd
14,rule1,9,left,0,563,odd
14,rule1,9,left,0,641,odd
14,rule1,9,left,0,663,odd
14,rule1,9,left,0,677,odd
14,rule1,9,left,0,400,odd
14,rule1,8,right,0,1941,even
14,rule1,8,right,0,698,even
14,rule1,8,right,0,570,even
14,rule1,8,right,0,547,even
14,rule1,8,right,0,513,even
14,rule1,8,right,0,523,even
14,rule1,8,right,0,542,even
14,rule1,8,right,0,540,even
14,rule1,8,right,0,425,even
14,rule1,8,right,0,435,even
14,rule1,8,right,0,527,even
14,rule1,8,right,0,540,even
14,rule1,8,right,0,636,even
14,rule1,8,right,0,415,even
14,rule1,2,right,0,642,even
14,rule1,2,right,0,593,even
14,rule1,2,right,0,758,even
14,rule1,2,right,0,664,even
14,rule1,2,right,0,560,even
14,rule1,2,right,0,460,even
14,rule1,2,right,0,609,even
14,rule1,2,right,0,515,even
14,rule1,2,right,0,557,even
14,rule1,2,right,0,587,even
14,rule1,2,right,0,547,even
14,rule1,2,right,0,535,even
14,rule1,2,right,0,633,even
14,rule1,2,right,0,561,even
14,rule1,1,left,0,684,odd
14,rule1,1,left,0,535,odd
14,rule1,1,left,0,488,odd
14,rule1,1,left,0,553,odd
14,rule1,1,left,0,530,odd
14,rule1,1,left,0,492,odd
14,rule1,1,left,0,519,odd
14,rule1,1,left,0,577,odd
14,rule1,1,left,0,509,odd
14,rule1,1,left,0,517,odd
14,rule1,1,left,0,601,odd
14,rule1,1,left,0,571,odd
14,rule1,1,left,0,594,odd
14,rule1,1,left,0,716,odd
15,rule2,9,right,0,472,odd
15,rule2,9,right,1,888,odd
15,rule2,9,right,0,659,odd
15,rule2,9,right,0,537,odd
15,rule2,9,right,0,509,odd
15,rule2,9,right,0,592,odd
15,rule2,9,right,0,576,odd
15,rule2,9,right,0,587,odd
15,rule2,9,right,0,548,odd
15,rule2,9,right,0,484,odd
15,rule2,9,right,0,594,odd
15,rule2,9,right,0,677,odd
15,rule2,9,right,0,614,odd
15,rule2,9,right,0,596,odd
15,rule2,8,left,0,829,even
15,rule2,8,left,0,696,even
15,rule2,8,left,0,656,even
15,rule2,8,left,0,931,even
15,rule2,8,left,0,492,even
15,rule2,8,left,0,491,even
15,rule2,8,left,0,472,even
15,rule2,8,left,0,532,even
15,rule2,8,left,0,785,even
15,rule2,8,left,0,518,even
15,rule2,8,left,1,522,even
15,rule2,8,left,0,637,even
15,rule2,8,left,0,880,even
15,rule2,8,left,0,544,even
15,rule2,2,left,0,536,even
15,rule2,2,left,0,556,even
15,rule2,2,left,0,481,even
15,rule2,2,left,0,439,even
15,rule2,2,left,0,1049,even
15,rule2,2,left,0,514,even
15,rule2,2,left,1,523,even
15,rule2,2,left,0,476,even
15,rule2,2,left,0,480,even
15,rule2,2,left,0,619,even
15,rule2,2,left,0,593,even
15,rule2,2,left,0,602,even
15,rule2,2,left,0,621,even
15,rule2,2,left,0,617,even
15,rule2,1,right,0,524,odd
15,rule2,1,right,0,523,odd
15,rule2,1,right,0,583,odd
15,rule2,1,right,1,474,odd
15,rule2,1,right,0,541,odd
15,rule2,1,right,0,475,odd
15,rule2,1,right,0,458,odd
15,rule2,1,right,0,525,odd
15,rule2,1,right,0,687,odd
15,rule2,1,right,0,692,odd
15,rule2,1,right,1,467,odd
15,rule2,1,right,0,822,odd
15,rule2,1,right,0,665,odd
15,rule2,1,right,0,527,odd
15,rule1,9,left,0,741,odd
15,rule1,9,left,0,612,odd
15,rule1,9,left,0,864,odd
15,rule1,9,left,0,419,odd
15,rule1,9,left,0,445,odd
15,rule1,9,left,0,517,odd
15,rule1,9,left,0,719,odd
15,rule1,9,left,0,572,odd
15,rule1,9,left,0,598,odd
15,rule1,9,left,0,487,odd
15,rule1,9,left,0,469,odd
15,rule1,9,left,0,664,odd
15,rule1,9,left,0,708,odd
15,rule1,9,left,0,568,odd
15,rule1,8,right,0,4003,even
15,rule1,8,right,0,1002,even
15,rule1,8,right,0,492,even
15,rule1,8,right,0,617,even
15,rule1,8,right,0,536,even
15,rule1,8,right,0,470,even
15,rule1,8,right,0,529,even
15,rule1,8,right,0,488,even
15,rule1,8,right,0,622,even
15,rule1,8,right,0,534,even
15,rule1,8,right,0,538,even
15,rule1,8,right,0,588,even
15,rule1,8,right,0,514,even
15,rule1,8,right,0,495,even
15,rule1,2,right,0,682,even
15,rule1,2,right,0,572,even
15,rule1,2,right,1,535,even
15,rule1,2,right,0,490,even
15,rule1,2,right,0,660,even
15,rule1,2,right,0,468,even
15,rule1,2,right,0,567,even
15,rule1,2,right,0,512,even
15,rule1,2,right,0,514,even
15,rule1,2,right,0,724,even
15,rule1,2,right,0,488,even
15,rule1,2,right,0,527,even
15,rule1,2,right,1,573,even
15,rule1,2,right,0,525,even
15,rule1,1,left,0,736,odd
15,rule1,1,left,0,529,odd
15,rule1,1,left,0,604,odd
15,rule1,1,left,0,490,odd
15,rule1,1,left,0,637,odd
15,rule1,1,left,0,485,odd
15,rule1,1,left,0,516,odd
15,rule1,1,left,0,447,odd
15,rule1,1,left,0,486,odd
15,rule1,1,left,0,472,odd
15,rule1,1,left,0,567,odd
15,rule1,1,left,0,499,odd
15,rule1,1,left,0,483,odd
15,rule1,1,left,0,579,odd
16,rule2,9,right,0,411,odd
16,rule2,9,right,0,573,odd
16,rule2,9,right,1,517,odd
16,rule2,9,right,0,541,odd
16,rule2,9,right,0,378,odd
16,rule2,9,right,0,366,odd
16,rule2,9,right,0,485,odd
16,rule2,9,right,1,312,odd
16,rule2,9,right,0,336,odd
16,rule2,9,right,1,346,odd
16,rule2,9,right,0,309,odd
16,rule2,9,right,0,412,odd
